approved,loan_amount,income,debt_to_income_ratio,loan_to_value_ratio,loan_purpose,applicant_race-1,applicant_sex,applicant_age,property_value,occupancy_type
0,185000.0,59.0,42,80.0,32,6.0,1,65-74,235000,1
1,275000.0,191.0,37,80.0,1,2.0,1,35-44,345000,3
0,235000.0,13.0,>60%,71.87,31,6.0,2,45-54,325000,1
1,95000.0,204.0,20%-<30%,85.0,1,5.0,2,35-44,105000,3
0,55000.0,26.0,>60%,,2,5.0,2,>74,,1
0,105000.0,54.0,50%-60%,17.953,1,3.0,1,65-74,605000,1
1,305000.0,129.0,20%-<30%,52.174,1,5.0,1,45-54,575000,1
1,65000.0,91.0,30%-<36%,37.778,4,5.0,1,55-64,185000,1
1,115000.0,55.0,45,73.578,2,5.0,2,35-44,335000,1
1,105000.0,41.0,50%-60%,96.5,1,5.0,2,<25,115000,1
0,125000.0,310.0,36,75.899,4,5.0,2,35-44,665000,1
1,25000.0,108.0,30%-<36%,78.996,4,5.0,1,35-44,325000,1
1,355000.0,82.0,37,92.146,1,2.0,1,25-34,385000,1
0,215000.0,119.0,20%-<30%,60.0,32,5.0,1,>74,355000,1
1,615000.0,262.0,42,95.0,1,2.0,2,35-44,655000,1
0,45000.0,316.0,>60%,67.26,4,6.0,1,35-44,955000,1
1,465000.0,120.0,45,64.54,32,5.0,1,55-64,725000,1
1,275000.0,116.0,42,63.218,32,6.0,3,35-44,435000,1
1,265000.0,103.0,30%-<36%,75.0,31,5.0,2,45-54,365000,1
0,105000.0,248.0,49,90.28,2,2.0,1,35-44,615000,1
1,335000.0,151.0,30%-<36%,95.0,1,5.0,1,25-34,355000,1
1,315000.0,78.0,45,95.0,1,3.0,1,35-44,325000,1
1,165000.0,41.0,30%-<36%,80.0,1,2.0,1,35-44,205000,1
1,315000.0,169.0,30%-<36%,80.0,32,6.0,3,55-64,395000,1
1,295000.0,76.0,38,85.0,1,5.0,2,25-34,355000,1
1,285000.0,175.0,49,75.0,32,5.0,2,45-54,375000,3
1,105000.0,44.0,30%-<36%,58.14,32,5.0,1,25-34,175000,1
1,105000.0,88.0,36,,1,6.0,2,45-54,,1
1,265000.0,657.0,36,75.0,1,2.0,1,45-54,355000,3
1,215000.0,99.0,20%-<30%,87.948,1,5.0,1,25-34,245000,1
0,45000.0,99.0,20%-<30%,,1,6.0,1,35-44,45000,1
0,125000.0,53.0,30%-<36%,,1,5.0,1,65-74,125000,1
1,485000.0,157.0,48,60.938,32,5.0,1,65-74,805000,1
1,55000.0,44.0,30%-<36%,22.65,4,5.0,2,>74,225000,1
0,65000.0,29.0,30%-<36%,,1,5.0,2,35-44,85000,1
1,135000.0,87.0,20%-<30%,55.319,32,5.0,1,45-54,235000,1
0,785000.0,164.0,43,,1,5.0,1,35-44,,1
0,195000.0,59.0,49,72.45,1,5.0,1,25-34,265000,1
0,405000.0,99.0,40,75.68,32,5.0,1,35-44,455000,1
0,75000.0,32.0,>60%,,1,5.0,2,65-74,75000,1
1,265000.0,130.0,37,96.5,1,5.0,2,45-54,275000,1
1,335000.0,95.0,46,90.0,1,5.0,1,>74,375000,1
0,65000.0,55.0,>60%,116.882,2,6.0,3,35-44,205000,1
1,225000.0,113.0,50%-60%,,1,5.0,1,35-44,225000,1
1,615000.0,252.0,20%-<30%,44.952,1,6.0,1,55-64,1355000,1
1,345000.0,136.0,20%-<30%,96.5,1,5.0,2,25-34,355000,1
0,65000.0,57.0,Exempt,Exempt,4,5.0,1,55-64,Exempt,1
0,85000.0,120.0,>60%,581.36,4,6.0,1,45-54,55000,1
1,365000.0,161.0,20%-<30%,96.5,1,1.0,1,25-34,375000,1
1,125000.0,62.0,30%-<36%,62.5,32,5.0,2,55-64,205000,1
1,305000.0,124.0,45,96.5,1,5.0,2,25-34,315000,1
1,425000.0,109.0,36,49.721,31,5.0,1,65-74,865000,1
1,665000.0,235.0,37,80.0,31,6.0,3,35-44,835000,1
1,475000.0,227.0,<20%,80.0,1,6.0,1,35-44,595000,1
1,345000.0,286.0,20%-<30%,60.0,31,2.0,1,35-44,575000,1
1,245000.0,94.0,30%-<36%,70.0,1,5.0,2,35-44,355000,1
1,415000.0,157.0,39,80.0,1,5.0,1,35-44,525000,1
1,75000.0,37.0,47,44.379,32,5.0,2,45-54,165000,1
1,275000.0,75.0,30%-<36%,96.5,1,5.0,2,35-44,275000,1
1,195000.0,113.0,36,80.0,1,2.0,2,35-44,245000,3
1,575000.0,155.0,30%-<36%,95.0,1,2.0,1,45-54,605000,1
1,165000.0,66.0,20%-<30%,90.0,1,5.0,1,25-34,185000,1
1,475000.0,150.0,48,79.843,2,2.0,2,35-44,1005000,1
1,565000.0,156.0,45,79.999,1,2.0,1,45-54,705000,1
1,645000.0,374.0,Exempt,Exempt,1,5.0,1,45-54,Exempt,3
1,155000.0,181.0,20%-<30%,66.778,31,6.0,1,35-44,875000,1
1,495000.0,149.0,40,100.0,1,5.0,1,45-54,495000,1
1,245000.0,55.0,50%-60%,100.0,1,6.0,1,<25,235000,1
0,105000.0,188.0,<20%,19.604,32,5.0,1,45-54,515000,1
1,385000.0,120.0,50%-60%,96.5,1,5.0,1,35-44,385000,1
1,335000.0,75.0,30%-<36%,95.0,1,5.0,1,25-34,355000,1
1,1305000.0,370.0,30%-<36%,52.74,31,5.0,1,35-44,2485000,1
1,285000.0,91.0,50%-60%,90.0,1,5.0,2,25-34,305000,1
1,315000.0,100.0,45,95.0,1,5.0,1,25-34,335000,1
1,355000.0,104.0,50%-60%,96.5,1,5.0,2,45-54,365000,1
1,355000.0,294.0,50%-60%,60.0,1,6.0,3,35-44,585000,3
0,325000.0,60.0,>60%,70.651,1,5.0,1,55-64,445000,1
0,255000.0,200.0,,,2,3.0,1,35-44,,1
1,315000.0,98.0,43,94.697,1,5.0,1,25-34,335000,1
1,175000.0,58.0,48,62.9,31,6.0,2,25-34,275000,1
1,595000.0,275.0,20%-<30%,80.0,1,2.0,2,25-34,735000,1
1,275000.0,291.0,<20%,52.02,1,5.0,1,45-54,525000,1
1,345000.0,120.0,30%-<36%,66.67,1,5.0,1,45-54,515000,1
1,115000.0,44.0,20%-<30%,80.0,4,5.0,2,35-44,145000,1
0,365000.0,68.0,>60%,104.17,1,3.0,1,25-34,335000,1
1,445000.0,260.0,20%-<30%,75.0,1,5.0,1,35-44,595000,3
1,105000.0,139.0,38,75.0,1,6.0,1,55-64,145000,3
1,55000.0,74.0,44,74.38,4,5.0,1,45-54,285000,1
0,95000.0,36.0,50%-60%,,1,5.0,3,35-44,,1
1,415000.0,126.0,30%-<36%,80.0,1,5.0,1,25-34,525000,1
0,215000.0,95.0,45,96.16,31,6.0,1,45-54,225000,1
1,105000.0,85.0,20%-<30%,51.566,31,5.0,2,35-44,205000,1
0,255000.0,118.0,30%-<36%,77.0,2,3.0,2,35-44,325000,1
1,435000.0,97.0,49,62.659,4,5.0,1,55-64,705000,1
0,125000.0,172.0,20%-<30%,84.86,1,5.0,1,25-34,385000,1
1,525000.0,125.0,47,97.0,1,5.0,1,35-44,545000,1
0,105000.0,147.0,43,29.326,31,5.0,2,55-64,345000,1
1,1505000.0,647.0,36,85.227,1,5.0,2,35-44,1765000,1
1,305000.0,180.0,20%-<30%,43.0,1,5.0,2,45-54,705000,1
0,195000.0,100.0,44,,1,5.0,1,35-44,185000,1
0,75000.0,38.0,20%-<30%,59.002,2,6.0,3,45-54,115000,1
1,455000.0,100.0,41,95.0,1,26.0,1,45-54,475000,1
1,185000.0,96.0,46,,1,6.0,2,25-34,265000,1
1,85000.0,89.0,49,70.76,1,6.0,3,25-34,125000,1
1,395000.0,129.0,40,95.0,1,2.0,1,<25,415000,1
1,145000.0,32.0,50%-60%,91.875,1,6.0,2,35-44,165000,1
1,155000.0,73.0,37,65.0,32,5.0,1,25-34,245000,1
1,125000.0,83.0,40,68.68,32,5.0,1,35-44,185000,1
1,505000.0,200.0,42,80.0,32,5.0,1,55-64,635000,1
1,245000.0,45.0,46,71.014,1,5.0,2,65-74,345000,1
1,275000.0,75.0,46,90.0,1,5.0,2,35-44,315000,1
0,275000.0,66.0,>60%,95.0,1,5.0,1,25-34,285000,1
1,45000.0,68.0,30%-<36%,77.3,4,5.0,1,25-34,245000,1
0,275000.0,95.0,30%-<36%,80.0,32,6.0,3,55-64,335000,1
1,255000.0,465.0,30%-<36%,70.053,2,5.0,1,55-64,1365000,1
1,145000.0,109.0,36,33.84,32,5.0,2,55-64,425000,1
1,195000.0,43.0,47,90.0,1,5.0,2,35-44,215000,1
0,255000.0,59.0,50%-60%,80.0,1,3.0,2,25-34,325000,1
1,335000.0,128.0,44,96.5,1,3.0,1,35-44,345000,1
1,145000.0,48.0,39,96.5,1,6.0,2,45-54,165000,1
1,595000.0,307.0,<20%,90.0,1,21.0,1,35-44,665000,1
0,205000.0,182.0,36,42.979,31,5.0,1,55-64,475000,1
0,125000.0,21.0,>60%,,1,5.0,2,35-44,135000,1
1,315000.0,82.0,40,94.85,1,2.0,2,45-54,335000,1
1,305000.0,125.0,30%-<36%,80.0,1,6.0,3,55-64,375000,1
1,195000.0,104.0,<20%,80.0,31,5.0,1,25-34,245000,1
1,165000.0,40.0,50%-60%,100.427,1,6.0,1,25-34,165000,1
1,285000.0,66.0,47,95.0,1,5.0,1,45-54,295000,1
1,595000.0,190.0,49,80.0,1,5.0,1,45-54,745000,1
0,245000.0,65.0,20%-<30%,97.0,1,5.0,1,35-44,255000,1
0,65000.0,138.0,50%-60%,104.013,4,5.0,3,35-44,265000,1
0,75000.0,27.0,,,31,5.0,1,65-74,,1
1,215000.0,46.0,50%-60%,58.519,2,5.0,1,65-74,365000,1
0,395000.0,150.0,30%-<36%,80.602,4,5.0,1,35-44,1105000,1
1,165000.0,199.0,42,75.0,1,5.0,1,35-44,225000,3
0,605000.0,111.0,>60%,95.0,1,5.0,1,65-74,635000,1
0,105000.0,125.0,36,71.655,2,5.0,2,35-44,535000,1
1,25000.0,59.0,,80.0,1,3.0,1,35-44,35000,3
1,115000.0,50.0,40,25.0,32,5.0,2,45-54,475000,1
1,105000.0,191.0,20%-<30%,62.52,4,5.0,1,45-54,825000,1
1,255000.0,57.0,37,75.0,1,5.0,2,35-44,335000,3
1,115000.0,62.0,37,54.704,31,6.0,1,55-64,215000,1
1,425000.0,106.0,30%-<36%,84.85,1,5.0,1,25-34,495000,1
1,65000.0,120.0,41,79.871,4,5.0,2,35-44,395000,1
0,265000.0,70.0,>60%,78.4,31,5.0,2,45-54,335000,1
1,355000.0,137.0,20%-<30%,80.0,1,5.0,1,45-54,435000,1
1,375000.0,180.0,38,69.55,32,3.0,1,55-64,535000,1
0,115000.0,210.0,36,95.0,1,5.0,1,35-44,755000,1
1,105000.0,160.0,38,64.195,4,2.0,1,35-44,515000,1
1,375000.0,83.0,47,55.111,32,5.0,1,45-54,675000,1
1,335000.0,130.0,41,59.893,1,5.0,2,55-64,565000,1
0,45000.0,155.0,50%-60%,107.434,4,5.0,1,35-44,415000,1
1,155000.0,70.0,44,60.0,32,5.0,1,45-54,265000,1
0,45000.0,200.0,50%-60%,105.81,2,5.0,2,25-34,705000,1
1,345000.0,92.0,50%-60%,95.36,1,5.0,1,25-34,365000,1
1,225000.0,87.0,46,85.0,1,6.0,1,35-44,265000,1
1,235000.0,71.0,30%-<36%,93.109,1,5.0,1,55-64,255000,1
0,135000.0,40.0,>60%,24.41,2,5.0,1,45-54,515000,1
1,285000.0,71.0,50%-60%,99.446,1,6.0,3,35-44,295000,1
1,215000.0,125.0,38,80.0,1,5.0,2,25-34,275000,1
1,135000.0,104.0,20%-<30%,54.812,31,5.0,2,35-44,235000,1
1,335000.0,187.0,42,75.0,32,2.0,1,35-44,445000,1
1,5000.0,97.0,38,102.12,1,5.0,1,35-44,235000,1
0,35000.0,81.0,47,46.924,4,5.0,2,45-54,195000,1
1,85000.0,64.0,20%-<30%,37.106,32,5.0,2,55-64,235000,1
0,405000.0,198.0,30%-<36%,97.0,1,6.0,1,<25,415000,1
0,165000.0,155.0,30%-<36%,59.0,32,6.0,2,65-74,275000,1
0,395000.0,134.0,44,95.0,1,6.0,3,25-34,415000,1
0,135000.0,129.0,20%-<30%,56.897,32,6.0,1,45-54,235000,1
1,225000.0,77.0,48,96.5,1,6.0,2,25-34,235000,1
1,515000.0,84.0,48,80.0,32,5.0,2,55-64,645000,1
1,195000.0,215.0,<20%,27.66,1,5.0,1,35-44,705000,1
1,305000.0,136.0,43,23.904,4,3.0,2,25-34,1255000,1
1,85000.0,78.0,43,34.228,32,5.0,2,45-54,245000,1
0,55000.0,52.0,41,79.415,4,6.0,3,45-54,315000,1
1,135000.0,30.0,,,31,3.0,2,>74,255000,1
1,545000.0,142.0,37,64.0,32,5.0,1,55-64,855000,1
0,85000.0,187.0,30%-<36%,49.2,2,5.0,1,45-54,435000,1
1,455000.0,139.0,43,96.481,1,5.0,1,<25,455000,1
0,125000.0,34.0,50%-60%,95.0,1,5.0,1,25-34,125000,1
1,175000.0,76.0,40,,1,3.0,1,25-34,175000,1
1,185000.0,248.0,<20%,55.447,31,5.0,1,55-64,355000,1
1,285000.0,119.0,41,80.0,1,5.0,1,65-74,355000,1
1,255000.0,92.0,30%-<36%,96.5,1,5.0,1,25-34,265000,1
1,155000.0,128.0,<20%,41.525,1,5.0,1,45-54,385000,1
0,55000.0,84.0,50%-60%,90.0,2,5.0,1,25-34,395000,1
1,165000.0,68.0,>60%,95.0,1,5.0,1,35-44,175000,1
1,345000.0,102.0,50%-60%,98.188,1,2.0,1,45-54,345000,1
1,155000.0,136.0,20%-<30%,66.44,31,5.0,2,25-34,225000,1
1,295000.0,117.0,41,96.5,1,5.0,1,25-34,295000,1
1,185000.0,67.0,40,80.0,1,6.0,2,25-34,235000,1
1,155000.0,44.0,50%-60%,96.5,1,5.0,1,25-34,155000,1
1,245000.0,183.0,20%-<30%,95.0,1,5.0,1,35-44,255000,1
1,345000.0,99.0,37,95.0,1,2.0,2,25-34,365000,1
1,255000.0,370.0,37,80.0,1,5.0,1,45-54,325000,3
1,295000.0,65.0,46,95.0,1,5.0,1,25-34,305000,1
1,185000.0,37.0,50%-60%,89.762,1,2.0,1,55-64,215000,1
0,105000.0,37.0,,50.698,31,5.0,2,45-54,215000,1
1,95000.0,201.0,41,57.965,2,5.0,1,45-54,595000,1
1,635000.0,188.0,47,95.0,1,5.0,2,35-44,665000,1
1,385000.0,92.0,41,80.0,1,2.0,1,35-44,485000,1
0,205000.0,41.0,42,80.0,32,3.0,1,45-54,255000,1
1,395000.0,130.0,38,90.0,1,5.0,1,45-54,445000,1
0,155000.0,20.0,>60%,,1,5.0,2,45-54,135000,1
1,345000.0,83.0,42,97.0,1,5.0,2,25-34,365000,1
0,335000.0,74.0,>60%,78.589,1,5.0,2,35-44,425000,1
1,275000.0,75.0,43,95.0,1,5.0,1,25-34,295000,1
0,325000.0,65.0,44,80.0,32,5.0,1,45-54,415000,1
1,485000.0,164.0,48,80.0,1,6.0,1,45-54,605000,1
1,365000.0,105.0,44,80.0,1,3.0,2,45-54,455000,1
1,465000.0,195.0,43,95.0,1,5.0,2,35-44,495000,1
0,95000.0,47.0,50%-60%,95.0,1,5.0,1,45-54,95000,1
1,115000.0,55.0,20%-<30%,,1,5.0,2,55-64,115000,2
1,265000.0,118.0,20%-<30%,70.0,1,2.0,1,25-34,385000,1
1,275000.0,156.0,40,80.0,1,5.0,1,25-34,345000,1
0,265000.0,64.0,50%-60%,96.5,1,5.0,2,25-34,275000,1
0,95000.0,54.0,49,,1,5.0,2,25-34,95000,1
0,405000.0,44.0,>60%,89.401,32,2.0,1,45-54,445000,1
1,205000.0,99.0,20%-<30%,29.634,1,5.0,1,35-44,675000,1
1,425000.0,158.0,43,95.0,1,3.0,1,25-34,445000,1
1,305000.0,125.0,20%-<30%,95.0,1,5.0,1,25-34,315000,1
0,105000.0,24.0,>60%,,1,5.0,2,55-64,105000,1
1,145000.0,99.0,20%-<30%,45.0,31,5.0,1,>74,325000,1
1,755000.0,152.0,30%-<36%,100.0,1,6.0,1,35-44,755000,1
1,345000.0,178.0,30%-<36%,75.0,1,2.0,1,25-34,465000,3
1,225000.0,46.0,50%-60%,96.5,1,5.0,1,25-34,225000,1
1,95000.0,124.0,46,75.0,32,5.0,1,35-44,125000,3
1,465000.0,126.0,30%-<36%,78.873,1,1.0,1,55-64,585000,1
1,115000.0,52.0,30%-<36%,,1,5.0,1,<25,135000,1
0,185000.0,110.0,>60%,,1,5.0,1,25-34,185000,1
1,45000.0,71.0,50%-60%,79.69,4,6.0,2,25-34,95000,1
1,695000.0,211.0,43,80.0,1,6.0,3,45-54,865000,1
1,135000.0,34.0,43,100.0,1,5.0,1,45-54,135000,1
1,155000.0,285.0,20%-<30%,76.308,32,5.0,1,35-44,685000,1
0,145000.0,2.0,>60%,70.0,31,2.0,2,45-54,215000,3
1,485000.0,308.0,30%-<36%,80.0,32,5.0,1,55-64,605000,1
0,325000.0,67.0,,50.91,32,5.0,2,<25,415000,1
1,155000.0,44.0,50%-60%,96.5,1,5.0,1,<25,155000,1
1,125000.0,126.0,43,,31,5.0,1,45-54,,1
0,65000.0,108.0,37,20.0,2,1.0,1,35-44,305000,1
0,325000.0,15.0,>60%,100.0,1,5.0,1,25-34,325000,1
0,95000.0,46.0,>60%,95.0,1,5.0,2,35-44,95000,1
1,165000.0,0.0,>60%,60.0,32,5.0,1,35-44,275000,3
1,115000.0,69.0,43,80.0,32,5.0,2,45-54,145000,1
1,265000.0,140.0,38,90.0,1,5.0,2,55-64,295000,2
1,355000.0,114.0,39,80.0,1,5.0,1,55-64,445000,1
1,215000.0,112.0,30%-<36%,72.0,32,5.0,1,35-44,305000,1
1,345000.0,144.0,20%-<30%,80.0,1,6.0,3,35-44,425000,1
1,295000.0,93.0,39,97.0,1,5.0,1,25-34,305000,1
1,445000.0,185.0,37,65.0,1,5.0,2,45-54,685000,1
1,285000.0,88.0,30%-<36%,100.0,1,3.0,2,35-44,285000,1
0,45000.0,30.0,<20%,70.0,4,6.0,3,55-64,155000,1
0,255000.0,215.0,20%-<30%,38.46,4,5.0,2,55-64,655000,1
1,305000.0,94.0,30%-<36%,79.454,1,3.0,2,35-44,385000,1
1,155000.0,223.0,30%-<36%,69.444,32,6.0,3,35-44,215000,3
0,35000.0,82.0,20%-<30%,21.341,32,5.0,2,65-74,335000,1
1,645000.0,287.0,20%-<30%,67.075,1,6.0,1,35-44,965000,1
1,235000.0,61.0,30%-<36%,66.67,32,6.0,1,25-34,345000,1
1,515000.0,206.0,20%-<30%,50.0,32,6.0,2,45-54,1035000,1
1,125000.0,82.0,44,56.087,32,5.0,1,55-64,235000,1
1,325000.0,163.0,20%-<30%,69.57,32,2.0,1,35-44,465000,1
1,295000.0,56.0,47,95.0,1,5.0,1,25-34,315000,1
1,205000.0,80.0,30%-<36%,97.0,1,2.0,1,25-34,215000,1
0,105000.0,95.0,48,72.625,2,6.0,2,35-44,575000,1
1,235000.0,97.0,44,60.0,32,5.0,1,65-74,395000,1
1,175000.0,51.0,48,42.509,1,5.0,1,45-54,405000,1
1,805000.0,223.0,42,61.538,1,2.0,1,45-54,1305000,1
1,275000.0,100.0,30%-<36%,96.5,1,5.0,2,45-54,285000,1
1,395000.0,91.0,43,75.0,1,5.0,1,35-44,525000,1
1,295000.0,162.0,50%-60%,100.0,1,3.0,1,35-44,295000,1
1,125000.0,138.0,30%-<36%,33.994,31,5.0,1,55-64,355000,1
1,215000.0,51.0,45,80.0,1,5.0,1,25-34,265000,1
1,145000.0,44.0,50%-60%,96.5,1,5.0,2,55-64,155000,1
0,155000.0,200.0,>60%,88.444,4,3.0,1,35-44,905000,1
1,445000.0,165.0,30%-<36%,80.0,1,5.0,1,35-44,555000,1
1,175000.0,35.0,48,96.5,1,5.0,2,<25,175000,1
1,315000.0,181.0,30%-<36%,100.0,1,5.0,1,25-34,315000,1
1,495000.0,170.0,38,80.0,1,5.0,1,35-44,615000,1
0,395000.0,98.0,50%-60%,96.5,1,3.0,2,25-34,395000,1
1,135000.0,297.0,30%-<36%,60.0,32,5.0,1,45-54,225000,3
1,965000.0,443.0,38,80.0,1,6.0,3,55-64,1205000,1
1,145000.0,33.0,38,96.5,1,5.0,2,35-44,145000,1
0,265000.0,68.0,50%-60%,58.0,32,3.0,2,65-74,455000,1
0,145000.0,44.0,46,,1,6.0,3,45-54,165000,1
0,185000.0,61.0,44,69.811,32,5.0,2,45-54,265000,1
0,95000.0,144.0,20%-<30%,,1,5.0,1,45-54,105000,1
0,25000.0,54.0,,,2,3.0,1,35-44,,1
1,385000.0,219.0,48,95.0,1,6.0,3,55-64,405000,1
1,45000.0,119.0,20%-<30%,21.951,2,5.0,1,45-54,205000,1
1,55000.0,82.0,46,35.477,2,5.0,2,45-54,245000,1
1,285000.0,210.0,50%-60%,74.0,32,2.0,2,45-54,385000,1
1,215000.0,85.0,30%-<36%,76.509,31,5.0,1,35-44,275000,1
1,125000.0,106.0,44,95.0,1,6.0,3,35-44,135000,1
1,205000.0,115.0,40,69.933,31,3.0,1,35-44,295000,1
1,275000.0,69.0,36,96.5,1,5.0,1,35-44,285000,1
0,125000.0,18.0,>60%,60.0,32,3.0,1,55-64,215000,1
1,505000.0,130.0,44,84.99,1,2.0,2,35-44,595000,1
1,165000.0,632.0,<20%,54.098,2,5.0,1,35-44,305000,3
1,165000.0,33.0,49,75.0,32,6.0,1,35-44,225000,1
1,305000.0,165.0,38,70.42,32,5.0,2,45-54,425000,1
1,205000.0,70.0,45,90.0,1,5.0,1,25-34,235000,1
1,375000.0,140.0,20%-<30%,90.0,1,5.0,1,35-44,415000,1
1,165000.0,81.0,44,99.446,1,5.0,1,25-34,165000,1
1,325000.0,171.0,20%-<30%,80.0,1,5.0,2,25-34,405000,1
1,145000.0,63.0,20%-<30%,60.0,32,5.0,1,65-74,245000,1
0,125000.0,28.0,>60%,92.837,1,6.0,1,65-74,,1
0,195000.0,30.0,>60%,74.51,32,6.0,1,35-44,255000,1
0,145000.0,59.0,50%-60%,,1,5.0,1,<25,145000,1
1,355000.0,78.0,45,75.0,1,2.0,1,35-44,475000,1
1,195000.0,220.0,30%-<36%,75.0,1,6.0,1,45-54,265000,3
1,585000.0,293.0,37,95.0,1,3.0,2,45-54,615000,1
0,65000.0,48.0,>60%,,1,6.0,1,25-34,,1
1,365000.0,109.0,44,95.0,1,5.0,1,65-74,385000,1
1,125000.0,34.0,50%-60%,,1,6.0,1,25-34,125000,1
1,325000.0,191.0,Exempt,Exempt,31,5.0,1,45-54,Exempt,1
1,285000.0,61.0,46,96.5,1,6.0,1,55-64,285000,1
1,255000.0,52.0,50%-60%,65.72,1,6.0,2,25-34,385000,1
1,215000.0,203.0,38,60.0,1,5.0,2,35-44,355000,3
1,215000.0,173.0,20%-<30%,57.16,32,6.0,3,45-54,385000,1
1,175000.0,114.0,50%-60%,96.5,1,6.0,1,25-34,175000,1
1,1565000.0,289.0,Exempt,Exempt,1,5.0,1,35-44,Exempt,1
0,285000.0,36.0,20%-<30%,58.824,32,5.0,2,35-44,475000,1
1,635000.0,172.0,37,95.0,31,2.0,1,35-44,675000,1
1,235000.0,153.0,20%-<30%,37.26,31,5.0,1,45-54,625000,1
0,75000.0,54.0,>60%,,1,5.0,2,25-34,75000,1
0,195000.0,57.0,>60%,,1,5.0,1,25-34,215000,1
1,15000.0,12.0,,,31,5.0,1,>74,305000,1
0,115000.0,174.0,>60%,70.43,4,5.0,2,35-44,335000,1
1,115000.0,240.0,,80.0,1,5.0,1,35-44,135000,3
0,105000.0,305.0,30%-<36%,,4,5.0,1,35-44,,1
1,285000.0,71.0,44,70.014,1,5.0,1,65-74,405000,1
1,385000.0,101.0,50%-60%,92.68,1,3.0,1,25-34,415000,1
1,525000.0,240.0,20%-<30%,95.0,1,2.0,1,25-34,545000,1
1,245000.0,78.0,40,100.0,1,5.0,2,<25,245000,1
1,425000.0,83.0,49,80.0,1,5.0,1,65-74,535000,1
1,85000.0,34.0,46,26.086,31,6.0,2,45-54,325000,1
0,155000.0,98.0,42,80.0,32,5.0,2,35-44,195000,1
0,115000.0,92.0,36,79.25,31,6.0,1,45-54,145000,1
1,135000.0,80.0,20%-<30%,73.243,31,6.0,3,35-44,185000,1
0,55000.0,24.0,50%-60%,,1,5.0,1,35-44,65000,1
1,425000.0,155.0,46,95.0,1,2.0,1,35-44,455000,1
1,55000.0,108.0,20%-<30%,13.16,1,2.0,1,35-44,385000,3
1,715000.0,201.0,45,100.0,1,3.0,1,45-54,715000,1
1,355000.0,70.0,45,97.0,1,5.0,2,35-44,375000,1
0,315000.0,95.0,30%-<36%,96.5,1,5.0,2,45-54,315000,1
0,55000.0,117.0,50%-60%,34.41,2,5.0,2,45-54,445000,1
0,65000.0,38.0,50%-60%,,1,3.0,2,35-44,,1
0,75000.0,25.0,>60%,,1,5.0,2,25-34,95000,1
1,315000.0,91.0,47,85.0,1,5.0,2,25-34,365000,1
1,255000.0,72.0,44,80.0,1,6.0,2,35-44,325000,1
1,395000.0,151.0,38,96.5,1,5.0,2,45-54,405000,1
0,205000.0,155.0,20%-<30%,92.9,4,2.0,1,55-64,375000,1
1,505000.0,187.0,45,55.44,31,5.0,1,45-54,1225000,1
0,255000.0,99.0,47,66.042,32,6.0,3,45-54,385000,1
0,95000.0,62.0,30%-<36%,40.0,31,5.0,1,55-64,225000,1
1,75000.0,34.0,30%-<36%,,1,5.0,2,>74,85000,1
1,265000.0,87.0,46,96.5,1,5.0,1,25-34,265000,1
1,405000.0,177.0,36,50.0,1,5.0,2,55-64,805000,1
1,315000.0,90.0,46,99.445,1,5.0,1,25-34,315000,1
1,225000.0,50.0,50%-60%,96.5,1,5.0,1,25-34,225000,1
0,175000.0,0.0,<20%,74.87,32,3.0,1,45-54,235000,3
1,65000.0,243.0,30%-<36%,60.205,2,6.0,1,45-54,805000,1
1,125000.0,95.0,45,80.0,1,5.0,2,35-44,155000,3
1,275000.0,73.0,45,96.5,1,5.0,1,55-64,285000,1
1,315000.0,320.0,20%-<30%,74.7,1,21.0,1,45-54,415000,3
1,165000.0,49.0,44,59.821,31,5.0,2,35-44,285000,1
1,515000.0,125.0,45,80.0,1,6.0,3,35-44,635000,1
0,125000.0,40.0,,100.0,1,5.0,2,45-54,125000,1
0,185000.0,46.0,44,70.0,31,5.0,1,35-44,305000,1
1,745000.0,254.0,20%-<30%,100.0,1,6.0,3,45-54,745000,1
0,215000.0,75.0,43,66.15,32,5.0,1,55-64,325000,1
0,55000.0,86.0,39,79.939,32,5.0,1,45-54,365000,1
1,275000.0,98.0,48,49.26,31,2.0,2,35-44,565000,1
1,425000.0,203.0,38,75.0,32,5.0,1,45-54,565000,3
1,105000.0,87.0,<20%,16.667,2,6.0,3,35-44,605000,1
1,385000.0,112.0,45,48.113,31,5.0,1,45-54,805000,1
1,135000.0,78.0,20%-<30%,90.0,1,5.0,1,25-34,155000,1
1,245000.0,72.0,30%-<36%,69.565,1,5.0,2,65-74,345000,1
0,125000.0,35.0,50%-60%,,1,5.0,2,25-34,125000,1
1,365000.0,0.0,38,80.0,32,5.0,2,45-54,455000,1
0,115000.0,70.0,30%-<36%,74.684,32,5.0,1,65-74,155000,1
1,115000.0,62.0,30%-<36%,96.5,1,5.0,1,45-54,125000,1
1,125000.0,56.0,43,,1,6.0,1,25-34,125000,1
1,525000.0,101.0,43,80.0,32,5.0,1,65-74,665000,1
0,125000.0,59.0,50%-60%,,1,5.0,2,35-44,85000,2
0,75000.0,10.0,,,31,6.0,3,55-64,155000,1
1,305000.0,110.0,37,90.0,1,5.0,1,35-44,335000,1
0,185000.0,14.0,>60%,,1,6.0,2,25-34,185000,1
0,655000.0,104.0,>60%,68.063,1,5.0,1,>74,955000,1
